gene_id,p22074-s001,p22074-s002,p22074-s003,p22074-s004,p22074-s005,p22074-s006,p22074-s007,p22074-s008,p22074-s009,p22074-s010,p22074-s011,p22074-s012
Gm5084,0,0,0,0,0,0,0,0,0,0,0,0
Gm24999,0,0,0,0,0,0,0,0,0,0,0,0
Gm10779,0,0,0,0,0,0,0,0,0,0,0,0
Gm35333,0,0,0,0,0,0,0,0,0,0,0,0
Gm48500,0,0,0,0,0,0,0,0,0,0,0,0
A530001N23Rik,0,1,0,0,0,0,0,0,0,0,0,0
Gm25000,0,0,0,0,0,0,0,0,0,0,0,0
Dapk1,1275,1732,1323,1459,223,1389,1798,1576,1643,2099,1852,1386
Gm48582,23,25,30,26,7,57,33,29,49,47,37,14
Gm48583,5,6,2,13,0,2,4,3,1,7,5,3
Gm10312,0,0,0,0,0,0,0,0,0,0,0,0
BC051665,0,0,0,0,0,0,0,0,0,0,0,0
Ctsll3,0,0,0,0,0,0,0,0,0,0,0,0
X4930486L24Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm49392,0,0,0,0,0,0,0,0,0,0,0,0
Gm49393,0,0,0,0,0,0,0,0,0,0,0,0
Ctla2b,0,0,0,0,0,0,0,0,0,0,0,0
Gm49391,0,0,0,0,0,0,0,0,0,0,0,0
Tpbpb,0,0,0,0,0,0,0,0,0,0,0,0
Gm24594,0,0,0,0,0,0,0,0,0,0,0,0
Ctla2a,32,41,72,46,4,43,56,42,18,43,22,32
Tpbpa,0,0,0,0,0,0,0,0,0,0,0,0
Gm40975,0,0,0,0,0,0,0,0,0,0,0,0
Gm40976,0,0,0,0,0,0,0,0,0,0,0,0
Ctsj,0,0,0,0,0,0,0,0,0,0,0,0
Ctsq,0,0,0,0,0,0,0,0,0,0,0,0
Gm18064,0,0,0,0,0,0,0,0,0,0,0,0
Ctsr,0,0,0,0,0,0,0,0,0,0,0,0
Cts6,0,0,0,0,0,0,0,0,0,0,0,0
Cts8,0,0,0,0,0,0,0,0,0,0,0,0
Gm49398,0,0,0,0,0,0,0,0,0,0,0,0
Cts8.ps,0,0,0,0,0,0,0,0,0,0,0,0
Gm5664,0,0,0,0,0,0,0,0,0,0,0,0
Gm27704,0,0,0,0,0,0,0,0,0,0,0,0
Cts7,0,0,0,0,0,0,0,0,0,0,0,0
Cts7.ps,0,0,0,0,0,0,0,0,0,0,0,0
Gm47825,0,0,0,0,0,0,0,0,0,0,0,0
Ctsm.ps2,0,0,0,0,0,0,0,0,0,0,0,0
Gm47848,0,0,0,0,0,0,0,0,0,0,0,0
Ctsm,0,0,0,0,0,0,0,0,0,0,0,0
Gm49352,0,0,0,0,0,0,0,0,0,0,0,0
Cts3,0,0,0,0,0,0,0,0,0,0,0,0
Gm49357,0,0,0,0,0,0,0,0,0,0,0,0
Gm7622,1,0,0,0,0,1,0,2,0,1,0,1
Gm6474,4,0,11,8,3,5,6,6,1,2,0,8
Gm48116,0,0,0,0,0,0,0,0,0,0,0,0
Gm6436,0,0,0,1,0,0,0,0,0,0,0,0
Gm9595,0,0,0,1,0,0,0,0,1,1,0,1
Selenok.ps4,0,0,0,0,0,0,0,0,0,0,0,0
Gm23739,0,0,0,0,0,0,0,0,0,0,0,0
Gm7240,0,1,2,0,0,2,3,0,0,1,0,2
Gm24193,0,0,0,0,0,0,0,0,0,0,0,0
Gm35619,0,0,0,0,0,0,0,0,0,0,0,0
Gm48228,0,1,0,3,0,0,1,1,0,1,0,0
Selenok.ps8,0,0,0,0,0,0,0,0,0,0,0,0
Gm25649,0,0,0,0,0,0,0,0,0,0,0,0
Gm3325,5,8,5,1,0,1,4,5,10,5,6,6
Gm6478,0,0,1,0,0,0,0,0,0,0,1,0
Gm40977,0,0,0,0,0,0,0,0,0,0,0,0
Selenok.ps5,0,0,0,1,0,1,0,0,0,0,2,0
Zfp808,5,5,8,0,1,2,6,1,10,10,5,2
Gm23713,0,0,0,0,0,0,0,0,0,0,0,0
Gm24539,0,0,0,0,0,0,0,0,0,0,0,0
Gm36501,1,0,3,2,0,1,0,0,0,2,1,1
Gm3333,0,0,0,0,0,0,0,0,0,0,0,0
Gm3338,0,0,0,0,0,0,0,0,0,0,0,0
Gm19792,0,0,0,0,0,0,0,0,0,0,0,0
Gm3604,4,7,9,2,0,4,1,5,3,6,1,2
Gm25933,0,0,0,0,0,0,0,0,0,0,0,0
Gm23855,0,0,0,0,0,0,0,0,0,0,0,0
Gm48690,6,0,5,4,0,6,2,3,0,1,1,0
Selenok.ps6,0,0,1,0,0,0,0,0,0,0,0,0
Gm48691,0,0,0,0,0,0,0,0,0,0,0,0
Gm48699,0,0,0,0,0,0,0,0,0,0,0,0
Gm48701,0,0,0,2,0,0,0,0,2,1,1,0
Gm49359,31,10,27,17,4,20,33,29,14,40,32,24
Zfp935,0,0,0,0,0,0,0,0,0,0,0,0
Gm22256,0,0,0,0,0,0,0,0,0,0,0,0
Zfp934,3,4,0,5,0,11,5,8,4,3,7,8
Gm7664,1,0,2,4,0,1,2,0,0,0,0,1
Gm24095,0,0,0,0,0,0,0,0,0,0,0,0
Gm22615,0,0,0,0,0,0,0,0,1,0,0,0
X6720489N17Rik,2,0,0,2,0,1,0,0,0,0,1,0
Gm24020,0,0,0,0,0,0,0,0,0,0,0,0
Gm36298,1,6,12,0,0,2,3,0,1,10,6,7
Gm7045,3,0,0,0,0,0,0,0,0,1,2,0
Platr25,24,12,9,10,0,1,5,6,14,15,14,19
Gm48735,0,0,0,0,0,0,0,0,0,0,0,0
Gm48734,0,0,0,0,0,0,0,0,0,0,0,0
Mir713,0,0,0,0,0,0,0,0,0,0,0,0
Gm5141,4,5,4,0,0,0,0,3,3,6,1,0
Gm21963,0,0,0,0,0,0,0,0,0,0,0,0
Gm24588,0,0,0,0,0,0,0,0,0,0,0,0
Gm25448,0,0,0,0,0,0,0,0,0,0,0,0
Gm7049,7,8,26,40,1,19,23,13,5,20,11,13
Gm48795,0,1,0,3,1,5,5,1,0,1,1,2
Fbp2,63,115,107,134,18,139,62,53,70,81,111,64
Fbp1,8346,6946,8402,6599,943,5976,6654,5017,4727,7902,6159,5107
Gm48812,0,0,0,0,0,0,0,0,0,0,0,0
Aopep,2666,2843,2990,3356,539,3167,2232,2163,1962,2757,3018,2009
Gm47584,0,0,0,0,0,0,0,0,0,0,0,0
Gm30409,0,0,0,0,0,0,0,0,0,0,0,0
Gm47587,0,0,0,0,0,0,0,0,0,0,0,0
Gm47583,3,11,1,0,1,3,1,4,2,12,10,11
Gm47586,71,102,107,189,35,155,108,86,100,143,129,95
Gm47603,0,0,0,3,0,0,0,1,0,0,0,1
Gm47585,1,5,2,15,2,12,1,1,1,11,11,8
Gm47602,1,2,0,4,0,0,0,0,0,0,3,0
Fancc,151,197,171,193,39,149,190,219,156,203,222,153
Mir23b,5,4,2,1,1,7,0,0,1,3,0,0
Mir27b,0,0,0,0,0,0,0,0,0,0,0,0
Mir3074.1,0,0,0,0,0,0,0,0,0,0,0,0
Mir24.1,0,0,0,0,0,0,0,0,0,0,0,0
Gm16133,3,1,2,1,0,0,0,0,0,0,0,0
Gm16132,0,0,0,0,0,0,0,0,0,5,0,0
Gm47588,0,0,0,0,0,0,0,0,1,0,0,0
Gm16134,0,0,0,0,0,0,0,0,0,0,0,0
Ptch1,549,609,416,722,86,574,560,650,537,727,714,473
A930032L01Rik,3,0,0,0,0,1,0,0,2,1,1,2
Gm30655,0,0,0,0,0,3,0,0,0,0,0,0
Gm30709,0,0,0,0,0,0,0,0,0,0,0,0
Gm47387,0,0,0,0,0,0,0,0,0,0,0,0
X1700024I08Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm47390,0,0,0,0,0,0,0,0,0,0,0,0
Gm47417,0,0,0,0,0,0,0,0,0,0,0,0
Gm47418,0,0,0,0,0,0,0,0,0,0,0,0
Ercc6l2,394,452,410,414,50,373,595,662,534,641,676,503
Gm47424,0,1,1,0,0,0,0,0,0,0,0,0
Gm7695,0,0,1,1,0,0,0,1,0,0,1,0
Hsd17b3,0,0,0,0,0,0,0,0,0,0,0,0
Slc35d2,715,982,884,522,102,586,741,824,782,1051,1093,872
Zfp367,728,735,733,966,131,772,885,1005,799,862,953,631
Gm47513,0,4,0,7,0,4,1,3,6,1,7,5
Habp4,4150,5115,5017,3758,591,3568,5473,5765,4772,6579,6046,4686
Cdc14b,752,883,693,630,95,489,922,958,801,1003,1037,735
Gm46424,0,0,0,0,0,0,0,0,0,0,0,0
X1810034E14Rik,167,202,187,102,11,135,158,186,162,272,214,159
Gm47004,1,1,0,0,0,0,3,0,4,2,0,0
Prxl2c,2544,2684,3077,2800,367,2793,4134,3736,2824,4104,3007,2755
Gm47003,4,2,10,7,0,8,12,2,3,10,10,2
Gm25654,0,0,0,0,2,0,0,5,0,0,1,0
CT030159.1,0,0,0,0,0,0,0,0,0,0,0,0
Ctsl,34008,38166,38120,46337,7063,41720,60382,59288,51432,55172,54208,40028
Gm47123,0,0,0,0,0,0,0,0,0,0,0,0
Gm49230,0,0,0,0,0,0,0,0,0,0,0,0
X1700015C15Rik,0,0,0,0,0,2,0,0,0,0,0,0
Cdk20,363,464,454,333,58,368,766,694,607,688,693,528
Gm31218,0,0,0,0,0,0,0,0,0,0,0,0
Gm7712,0,0,0,0,0,0,0,0,0,0,0,0
Fam240b,0,0,0,0,0,0,0,0,0,0,0,0
Gm4810,0,0,0,0,0,0,0,0,0,0,0,0
Gm47190,0,0,0,0,0,0,0,0,0,0,0,0
Gm47191,0,0,0,0,0,0,0,0,0,0,0,0
Gm47193,0,0,0,0,0,0,0,0,0,0,0,0
Gm5791,2,0,1,1,0,1,1,0,0,0,3,3
Gm4935,1,0,0,0,0,0,0,1,0,0,0,0
Gm47194,0,0,0,0,0,0,0,0,0,0,0,0
Gm7065,0,0,0,1,0,0,0,0,0,0,0,0
Cntnap3,0,0,0,0,0,0,0,0,0,0,0,0
Eif1.ps2,5,4,5,7,0,9,6,2,6,0,1,4
Spata31,0,0,0,0,0,0,0,0,0,0,0,0
Gm4811,1,0,8,5,0,2,2,5,0,3,1,1
Gm6888,0,0,0,0,0,0,0,0,0,0,0,0
Spata31d1c,0,0,0,0,0,0,0,0,0,0,0,0
Prss47,0,0,0,0,0,0,0,0,0,0,0,0
Mfsd14b,1762,1906,1844,2156,323,1879,2146,2256,1817,2441,2265,1717
Gm3785,0,0,2,1,0,1,4,0,0,0,1,0
Olfr465.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr466,0,0,0,0,0,0,0,0,0,0,0,0
Gm24130,0,0,0,0,0,0,0,0,0,0,0,0
Nlrp4f,0,0,0,0,0,0,0,0,0,0,0,0
Gm47249,0,0,0,0,0,0,0,0,0,0,0,0
Gm36445,38,23,41,49,9,39,33,42,36,60,56,34
Gm47250,1,0,0,0,0,0,2,0,0,0,0,0
Gm47251,2,7,2,2,0,6,2,5,4,4,2,7
Gm10775,0,0,6,0,0,0,0,0,0,0,1,0
Gm47254,0,0,0,0,0,0,0,0,0,0,0,0
Zfp369,88,145,126,110,24,91,156,135,156,193,152,116
Gm47258,2,1,1,1,2,1,1,0,2,0,0,3
Gm3800,0,0,2,0,0,0,0,0,0,0,0,0
Gm47263,0,0,0,0,0,0,0,0,0,0,0,0
Gm7762,0,0,0,0,0,0,0,0,0,0,0,0
Gm47264,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r.ps95,0,0,0,0,0,0,0,0,0,0,0,0
Gm7768,0,0,0,0,0,0,0,0,0,0,0,0
Gm40983,0,0,0,0,0,0,0,0,0,0,0,0
Gm48103,0,0,0,0,0,0,0,0,0,0,0,0
Gm21930,0,0,0,0,0,0,0,0,0,0,0,0
Gm48111,0,0,0,0,0,0,0,0,0,0,0,0
Cbx3.ps5,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r.ps96,0,0,0,0,0,0,0,0,0,0,0,0
Hmgb1.ps11,0,0,0,0,0,0,0,0,0,0,0,0
Gm48136,0,0,0,0,0,0,0,0,0,0,0,0
Gm48165,0,0,0,0,0,0,0,0,0,0,0,0
Gm48168,0,0,0,0,0,0,0,0,0,0,0,0
Gm48166,0,0,0,0,0,0,0,0,0,0,0,0
Gm10139,0,0,0,0,0,0,0,0,0,0,0,0
Gm48171,0,0,0,0,0,0,0,0,0,0,0,0
Gm48169,0,0,0,0,0,0,0,0,0,0,0,0
Gm48167,0,0,0,0,0,0,0,0,0,0,0,0
Cbx3.ps2,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r.ps97,0,0,0,0,0,0,0,0,0,0,0,0
Gm3829,0,0,0,0,0,0,0,0,0,0,0,0
Gm26639,0,0,0,0,0,0,0,0,0,0,0,0
Gm48170,0,0,0,0,0,0,0,0,0,0,0,0
Gm48164,0,0,0,0,0,0,0,0,0,0,0,0
Gm48185,0,0,0,0,0,0,0,0,0,0,0,0
Gm48186,0,0,0,0,0,0,0,0,0,0,0,0
Gm19428,0,0,0,0,0,0,0,0,0,0,0,0
Gm19118,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r.ps98,0,0,0,0,0,0,0,0,0,0,0,0
Gm38428,0,0,0,0,0,0,0,0,0,0,0,0
Gm7822,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r.ps99,0,0,0,0,0,0,0,0,0,0,0,0
Cbx3.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Gm48218,0,0,0,0,0,0,0,0,0,0,0,0
Gm48219,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r.ps100,0,0,0,0,0,0,0,0,0,0,0,0
Gm40987,0,0,0,0,0,0,0,0,0,0,0,0
Gm48220,0,0,0,0,0,0,0,0,0,0,0,0
Gm48221,0,0,0,0,0,0,0,0,0,0,0,0
Rybp.ps,3,1,0,15,2,2,1,1,1,3,3,0
Gm48222,0,0,0,0,0,0,0,0,0,0,0,0
Gm10324,0,0,0,0,0,0,0,0,0,0,0,0
Gm50489,0,0,0,0,0,0,0,0,0,0,0,0
Gm45965,0,0,0,0,0,0,0,0,0,0,0,0
Gm48223,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r.ps102,0,0,0,0,0,0,0,0,0,0,0,0
Gm48240,0,0,0,0,0,0,0,0,0,0,0,0
Gm10772,0,0,0,0,0,0,0,0,0,0,0,0
Gm48241,0,0,0,0,0,0,0,0,0,0,0,0
Gm26754,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r.ps103,0,0,0,0,0,0,0,0,0,0,0,0
Gm48245,0,0,0,0,0,0,0,0,0,0,0,0
Gm46426,0,0,0,0,0,0,0,0,0,0,0,0
Gm18260,0,0,0,0,0,0,0,0,0,0,0,0
Gm48246,0,0,0,0,0,0,0,0,0,0,0,0
C330022B21Rik,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r.ps104,0,0,0,0,0,0,0,0,0,0,0,0
Gm48247,0,0,0,0,0,0,0,0,0,0,0,0
Gm48244,0,0,0,0,0,0,0,0,0,0,0,0
Gm19119,0,0,0,0,0,0,0,0,0,0,0,0
Gm48243,0,0,0,0,0,0,0,0,0,0,0,0
X2410141K09Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm48322,0,0,0,0,0,0,0,0,0,0,0,0
Gm48323,0,0,0,0,0,0,0,0,0,0,0,0
Gm26806,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r.ps105,0,0,0,0,0,0,0,0,0,0,0,0
Gm46427,0,0,0,0,0,0,0,0,0,0,0,0
Gm48351,0,0,0,0,0,0,0,0,0,0,0,0
Gm48360,0,0,0,0,0,0,0,0,0,0,0,0
Gm49531,0,0,0,0,0,0,0,0,0,0,0,0
Gm10769,0,0,0,0,0,0,0,0,0,0,0,0
Gm27501,0,0,0,0,0,0,0,0,0,0,0,0
Gm49532,0,0,0,0,0,0,0,0,0,0,0,0
Gm48361,0,0,0,0,0,0,0,0,0,0,0,0
Zfp640,0,0,0,0,0,0,0,0,0,0,0,0
Gm40988,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r.ps106,0,0,0,0,0,0,0,0,0,0,0,0
Gm40989,0,0,0,0,0,0,0,0,0,0,0,0
Gm48404,0,0,0,0,0,0,0,0,0,0,0,0
Gm48412,0,0,0,0,0,0,0,0,0,0,0,0
Gm7896,0,0,0,0,0,0,0,0,0,0,0,0
Gm48413,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r.ps108,0,0,0,0,0,0,0,0,0,0,0,0
Gm48414,0,0,0,0,0,0,0,0,0,0,0,0
Gm10323,0,0,0,0,0,0,0,0,0,0,0,0
Cbx3.ps4,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r.ps109,0,0,0,0,0,0,0,0,0,0,0,0
Gm5451,8,7,11,12,0,10,7,5,0,4,6,2
Gm7911,0,0,0,0,0,0,0,0,0,0,0,0
Uqcrb,3217,3087,3432,2981,418,3349,3224,3229,1869,2834,2586,2212
Gm10767,5,11,11,18,2,10,9,16,15,18,10,11
Mterf3,593,612,620,892,126,692,880,860,703,853,892,645
Ptdss1,1850,2288,2127,2292,366,2122,2304,2390,2296,3160,2975,2124
X4933433G19Rik,1,3,1,6,0,2,5,3,6,3,5,1
Zfp712,42,40,46,57,7,36,53,42,36,35,48,66
Gm48705,0,0,0,0,0,0,0,0,0,0,0,0
Gm46440,1,0,0,4,0,1,2,1,4,1,1,0
Zfp708,0,0,0,0,0,0,0,0,0,0,0,0
Gm28557,32,41,46,30,0,25,41,40,41,49,50,38
Gm17938,0,1,0,0,0,0,1,0,0,0,2,1
Rslcan18,15,11,14,3,0,21,5,7,9,17,5,11
Zfp759,44,55,63,18,6,36,23,41,43,85,69,45
Gm48732,0,0,0,0,0,1,1,0,0,1,2,0
Gm48733,0,0,0,0,0,0,0,0,0,0,0,0
Rsl1,210,245,214,209,27,246,326,374,298,310,372,285
Gm49646,0,0,0,0,0,0,0,0,0,0,0,0
Gm9626,1,0,0,0,0,0,0,1,0,5,0,0
Zfp455,30,15,44,25,7,22,41,42,41,35,32,31
Gm49064,0,0,1,0,0,1,0,0,1,0,0,0
Zfp458,13,10,16,12,2,9,8,13,20,17,19,17
F630042J09Rik,0,0,0,0,0,0,0,0,0,0,0,0
Zfp457,0,4,0,1,0,3,1,1,1,2,0,0
Gm48824,0,1,0,1,0,0,0,0,0,0,0,0
Zfp595,89,80,70,89,11,41,80,59,69,59,100,78
Gm28044,0,0,0,0,0,0,0,0,0,0,0,0
Zfp953,37,28,47,23,11,41,61,47,18,44,50,45
Gm28041,0,0,0,0,0,0,0,0,0,0,0,0
Gm17039,0,0,1,0,0,1,2,2,3,0,1,0
Zfp456,26,22,30,21,4,20,39,20,20,35,34,32
Zfp429,64,38,48,68,11,56,74,73,64,79,75,52
Gm48900,0,0,0,0,0,0,0,0,0,0,0,0
Zfp459,5,0,0,4,3,3,0,1,0,5,0,0
Zfp874a,661,782,651,554,81,560,799,732,723,934,744,751
Gm38307,0,0,1,0,0,0,0,0,0,2,0,0
Gm7928,0,0,0,2,0,0,0,0,0,0,0,0
Zfp874b,65,59,105,97,9,85,165,149,122,115,139,102
Gm48899,0,0,0,0,0,0,0,0,0,0,0,0
Zfp58,37,46,38,54,7,48,64,57,52,47,59,36
Gm26965,0,0,0,0,0,0,0,0,0,0,0,0
Zfp87,205,213,194,207,41,159,220,242,217,303,302,207
Zfp748,181,226,204,211,27,216,223,221,183,272,303,176
X9430065F17Rik,0,0,5,1,0,1,0,3,1,1,1,2
Zfp729b,64,100,95,134,15,107,105,93,85,102,144,75
Gm49345,0,0,0,0,0,0,0,0,0,0,0,0
Zfp729a,100,136,150,165,20,139,154,165,150,204,193,142
Gm48095,0,0,0,0,0,0,0,0,0,0,0,0
Zfp738,143,133,134,118,11,123,163,153,124,176,182,106
Gm26587,0,0,0,0,0,0,0,0,0,0,0,0
Gm26875,0,0,0,0,0,0,0,0,0,0,0,0
Zfp65,198,207,213,214,36,166,220,230,247,261,244,168
Gm48894,0,0,0,0,0,0,0,0,1,0,0,0
Zfp85os,22,4,10,7,3,1,14,13,10,27,14,13
Zfp85,41,44,62,25,3,28,47,41,30,27,34,45
Gm9894,0,0,0,0,0,0,0,0,0,0,0,0
Zfp493,26,44,34,27,4,46,39,40,33,67,60,57
X4930525G20Rik,3,7,5,0,1,1,2,0,2,2,7,2
Gm9625,16,12,29,83,3,32,26,16,14,16,18,21
Zfp273,34,29,35,27,5,27,40,36,35,53,31,30
Gm10037,1,4,2,0,0,0,1,1,6,2,4,2
BC048507,0,0,0,0,0,0,0,0,0,0,0,0
Gm7969,0,0,0,0,0,0,0,0,0,0,0,0
Gm48419,0,0,0,0,0,0,0,0,0,0,0,0
Gm48423,0,0,0,0,0,0,0,0,0,0,0,0
Gm48424,0,0,0,0,0,0,0,0,0,0,0,0
AA414992,2,0,0,0,0,0,0,0,2,1,0,1
Gm8016,0,0,0,1,0,0,1,0,0,2,3,1
Gm48429,0,0,0,0,0,0,0,0,0,0,0,0
Gm48436,2,0,2,0,0,0,1,0,1,7,5,2
Mtrr,594,809,706,855,124,734,1063,1053,982,1122,1239,902
Fastkd3,633,598,453,744,112,667,658,653,564,682,765,567
Gm48556,2,0,0,0,0,0,0,0,1,0,0,0
X1700001L19Rik,1,0,1,0,0,0,0,0,0,0,0,0
Adcy2,0,0,0,0,0,0,0,0,0,0,0,0
Gm26929,0,0,0,0,0,0,0,0,0,0,0,0
Gm7979,2,0,5,2,0,6,0,1,1,1,2,0
Gm48593,0,0,0,0,0,0,0,0,0,0,0,0
Gm35161,0,0,0,0,0,0,0,0,0,0,0,0
Gm37122,0,0,0,0,0,0,0,0,0,0,0,0
Gm26844,0,0,0,0,0,0,0,0,0,0,0,0
Gm4812,0,0,0,0,0,0,0,0,0,0,0,0
Gm35514,0,0,0,0,0,0,0,0,0,0,0,0
Gm44375,0,0,0,0,0,0,0,0,0,0,0,0
Tent4a,634,647,581,1048,114,909,863,736,658,954,899,605
Gm48676,0,0,0,1,0,0,0,0,0,1,0,0
Nsun2,7096,7823,7475,9379,1337,8592,7926,8411,7502,9215,9960,6700
A530095I07Rik,0,2,0,0,0,0,1,1,0,0,0,0
Srd5a1,331,414,406,342,36,334,411,419,309,509,397,338
Gm17108,1,1,2,5,2,2,0,0,0,4,4,1
Gm17872,0,0,0,0,0,0,0,0,0,0,1,0
Gm48816,0,0,0,0,0,0,0,0,0,0,0,0
Gm48817,0,0,0,0,0,0,0,0,0,0,0,0
Gm18313,0,0,0,0,0,0,0,0,0,0,0,0
Gm35618,0,0,2,0,0,0,0,0,0,0,0,0
Gm48819,0,0,0,0,0,0,0,0,0,0,0,0
Ube2ql1,0,2,0,1,0,4,2,1,0,0,1,0
X4930547H16Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm20288,0,0,0,0,0,0,0,0,0,0,0,0
